CenterX_PreNear_CH0,CenterY_PreNear_CH0,CenterX_PreFar_CH0,CenterY_PreFar_CH0,CenterX_PostNear_CH0,CenterY_PostNear_CH0,CenterX_PostFar_CH0,CenterY_PostFar_CH0,BeamSize_PostCureFar_CH0,R_preX_CH0,R_preY_CH0,R_postX_CH0,R_postY_CH0,AutoFindBeam_CH0
303.3773,246.9466,306.2416,248.843,311.2885,241.6921,299.8138,247.0737,21152,2.864282,1.896405,-11.47461,5.38158,0
313.723,239.805,314.6111,241.6035,310.5818,241.7654,298.3152,251.414,13819,0.888052,1.798448,-12.26668,9.648652,0
310.3793,240.7523,312.3162,241.4785,311.7161,238.6759,317.2364,244.5999,15634,1.936856,0.726169,5.520213,5.923968,0
309.0821,240.9332,310.6218,241.4739,307.1549,243.9428,292.8172,248.2712,13608,1.539729,0.540692,-14.33763,4.328433,0
319.861,242.9096,319.4828,240.2323,321.9156,239.1263,324.0926,236.1716,20115,-0.378208,-2.677388,2.176963,-2.954638,0
305.0012,249.6116,305.2347,250.7731,312.4724,239.4751,291.506,248.6742,14038,0.233577,1.161552,-20.96638,9.199127,0
308.3204,244.7689,310.1563,243.5766,310.6516,238.4622,313.3738,235.1831,17981,1.835914,-1.192351,2.722291,-3.279167,0
303.3325,239.8288,303.9733,241.842,299.4279,242.832,287.1593,255.9649,15258,0.640793,2.013183,-12.26859,13.13291,0
309.3189,244.9807,310.1529,244.3415,308.2219,242.9681,306.9275,248.2406,16523,0.833964,-0.639203,-1.294388,5.27257,0
308.8632,245.0822,310.6915,247.256,311.3226,241.6591,305.3371,244.6209,17982,1.828321,2.173812,-5.98555,2.961849,0
313.8792,242.3381,311.0143,244.4558,310.7184,239.2166,315.008,233.395,23595,-2.864806,2.117768,4.28958,-5.821551,0
315.904,239.1377,317.1699,240.5128,319.9367,242.1679,327.0346,256.4538,15554,1.265826,1.375148,7.097861,14.28587,0
303.8677,252.4609,302.5107,250.8134,312.9837,243.0429,295.9402,253.4104,14125,-1.357033,-1.647467,-17.04355,10.36749,0
314.4958,242.0003,316.55,240.3286,311.8915,244.0407,299.942,253.1492,14849,2.054185,-1.671714,-11.94952,9.108431,0
305.0243,250.8599,302.5386,250.2002,314.3753,247.0258,326.4157,244.6642,20614,-2.485661,-0.659689,12.04039,-2.361693,0
312.1479,240.7624,312.3933,239.2766,312.6866,238.339,314.1224,242.3751,17725,0.245386,-1.485869,1.435764,4.036163,0
314.0655,252.0547,315.3121,250.2087,317.9511,249.6017,319.7249,247.0787,20041,1.246575,-1.846071,1.773773,-2.522982,0
314.5746,242.0152,316.6464,240.0611,311.3817,243.7123,302.6855,246.6932,11285,2.071852,-1.95413,-8.69617,2.980909,0
309.1808,243.7121,306.6768,242.2732,309.6616,240.3085,304.2115,242.2888,16116,-2.504016,-1.438848,-5.450124,1.980327,0
300.5835,241.1205,301.5341,238.5602,308.1334,236.5919,297.3095,234.9097,21752,0.950571,-2.560271,-10.82391,-1.682174,0
301.7067,251.6305,301.8656,250.2726,305.3635,245.6323,303.7719,251.2495,18092,0.158931,-1.357869,-1.591629,5.617207,0
312.1806,240.8674,312.8164,242.973,309.2019,242.2449,298.7977,249.9107,14722,0.635871,2.105573,-10.40421,7.665792,0
311.5189,242.2018,313.4413,243.4902,314.7173,238.1485,314.1776,237.9075,15292,1.922362,1.288462,-0.53967,-0.241029,0
306.6385,246.5624,309.4398,244.702,313.7001,241.6469,312.8059,233.9521,20124,2.801271,-1.860413,-0.894168,-7.694757,0
308.8611,244.6855,308.1196,241.9409,309.513,242.5423,306.5644,246.058,16275,-0.741582,-2.744576,-2.948586,3.515686,0
311.1122,244.256,308.1606,242.0877,313.8553,239.2954,310.9651,243.9087,20026,-2.951613,-2.168277,-2.890305,4.613226,0
316.8431,240.3562,317.9456,242.1792,313.1798,242.4018,299.4993,247.3771,10838,1.102536,1.823002,-13.68057,4.975288,0
314.2039,250.6769,311.7129,251.3283,314.6146,249.1624,316.7394,248.4949,23196,-2.490993,0.651398,2.124886,-0.667567,0
303.258,241.2097,304.1667,238.9302,301.9216,244.3395,282.48,248.5683,17465,0.908716,-2.279505,-19.44162,4.228824,0
303.6709,252.3505,302.723,250.3787,311.2964,244.4859,289.6024,256.5023,14566,-0.947855,-1.971794,-21.69393,12.01645,0
311.3863,240.8033,314.3795,242.4695,307.3575,242.8053,298.9101,254.6684,14883,2.993183,1.666187,-8.447435,11.86313,0
312.3378,243.5903,314.8824,241.5464,313.593,241.585,319.4088,244.5813,16020,2.544635,-2.043918,5.815826,2.99633,0
308.5317,249.8435,307.594,250.6333,307.9686,244.2113,297.3474,248.3369,17957,-0.937655,0.789782,-10.62112,4.125632,0
309.8782,250.469,307.1174,248.4506,311.778,246.8188,317.3067,242.9837,21509,-2.760821,-2.018366,5.528651,-3.835141,0
315.5999,243.1859,318.115,243.2721,312.482,244.3324,304.5348,251.0464,11335,2.51503,0.086204,-7.947187,6.713987,0
302.4814,251.7635,299.7117,248.8211,309.8892,241.9749,287.7975,247.5493,14122,-2.769738,-2.942342,-22.09161,5.574353,0
307.0969,243.3366,306.697,245.1472,314.0542,236.3947,312.6784,231.4896,19100,-0.399936,1.810604,-1.375743,-4.905071,0
309.9396,252.6717,312.99,249.8231,318.0118,243.86,333.5056,240.3533,18901,3.050414,-2.848603,15.49379,-3.506721,0
319.488,244.8397,316.9546,242.2093,318.3525,242.6801,315.8313,245.7406,16256,-2.533419,-2.630408,-2.521256,3.060475,0
314.1841,238.0216,313.5723,237.1788,309.5482,239.7734,292.3897,245.8303,14735,-0.611827,-0.842789,-17.15849,6.056914,0
303.3728,252.3089,303.5312,251.6355,310.7505,243.41,292.5287,252.9162,14540,0.158329,-0.673416,-18.22178,9.506132,1
304.9216,239.8201,306.9105,240.2962,305.9171,242.8358,284.8233,246.1972,16444,1.988928,0.47617,-21.09378,3.361362,0
314.0877,239.736,316.3235,238.1534,314.7068,238.3704,321.1315,241.8102,11915,2.23576,-1.582621,6.424755,3.439797,0
303.126,245.4079,301.3851,246.6123,310.8737,239.5608,310.476,231.4622,24518,-1.740887,1.20439,-0.397647,-8.098609,0
317.1185,240.117,317.4634,239.3124,312.8481,242.2021,298.2726,249.3717,13125,0.344873,-0.80457,-14.57543,7.169588,0
307.6637,248.5175,310.1088,246.0624,313.2185,244.3829,319.4153,243.5267,19082,2.445104,-2.455137,6.196789,-0.856201,0
310.8173,244.5274,308.4206,248.3931,320.0255,237.9365,331.3999,237.3889,20329,-2.396746,3.865764,11.37439,-0.547553,0
302.103,243.8906,299.8566,242.3225,302.5542,245.9872,274.4102,249.1089,17104,-2.246377,-1.568031,-28.14401,3.121761,0
304.4873,245.0766,304.7126,245.5886,306.7425,240.7342,301.1997,247.4637,19351,0.225291,0.51201,-5.542763,6.729553,0
319.8864,242.99,320.4832,243.2534,323.0044,243.6201,341.7639,246.7941,13234,0.596767,0.263343,18.75943,3.173973,0
307.8533,246.4915,304.6945,249.5477,313.7833,238.6846,324.9675,234.6079,19992,-3.15879,3.056151,11.18425,-4.076655,0
312.3896,242.1026,312.6463,241.3121,310.32,244.9455,291.9159,246.7895,12140,0.256746,-0.790411,-18.40414,1.843912,0
308.6461,242.1301,309.7215,239.6444,307.6406,239.2966,305.3769,241.1763,17967,1.075386,-2.485735,-2.263699,1.879695,0
303.0981,228.2386,304.9283,228.8831,311.8513,223.9714,315.9546,220.9046,23376,1.830227,0.644535,4.103217,-3.066812,0
313.2483,245.0539,312.5441,243.5935,312.226,240.7425,302.646,240.7577,19112,-0.704208,-1.460447,-9.580059,0.015194,0
308.2994,241.364,308.0954,240.9284,308.8932,237.6425,314.3528,242.83,16640,-0.204023,-0.435559,5.459585,5.187513,0
310.3362,254.7913,309.0129,251.7231,318.9316,247.8205,331.4105,242.847,22056,-1.323285,-3.068235,12.47889,-4.973509,0
309.9387,224.7463,307.3271,222.1474,317.2159,220.5535,311.255,218.7684,19756,-2.611517,-2.598917,-5.960848,-1.78509,0
317.672,228.7477,318.0868,229.6536,322.3829,228.0656,338.5127,227.3311,14916,0.414785,0.905934,16.12986,-0.734465,1
309.6176,240.7239,310.0444,239.7445,308.3678,237.8465,305.0569,242.5739,16418,0.42684,-0.979398,-3.31086,4.727367,0
309.0305,249.2801,307.2015,248.9449,310.4365,244.9855,308.4848,249.6032,18448,-1.829021,-0.335189,-1.95168,4.617658,0
307.8485,248.5039,310.8141,248.2375,312.5255,244.6747,319.1359,241.6326,13322,2.96557,-0.266348,6.610336,-3.04202,0
305.9077,242.9995,308.3869,240.178,306.6938,245.5926,285.9046,250.1379,15483,2.479214,-2.821531,-20.78924,4.545282,0
300.6909,231.1115,301.8417,231.5223,309.8071,226.6388,304.8173,231.0679,21918,1.150801,0.410765,-4.989805,4.429097,0
307.2895,247.9931,305.96,248.7484,312.5054,238.4382,290.6893,245.0563,13753,-1.329448,0.755324,-21.81612,6.618101,0
304.2458,241.9008,305.4014,243.0955,303.3286,239.7616,302.5565,244.1515,16531,1.155637,1.19474,-0.772011,4.389842,0
306.4315,244.7952,309.3743,242.6276,308.6513,240.194,304.8638,241.7374,18439,2.942823,-2.167617,-3.787504,1.543308,0
304.0439,231.7113,306.9243,232.4544,312.6338,227.7126,302.2301,233.8421,22610,2.880434,0.743048,-10.40369,6.129498,0
299.5711,252.9622,298.2623,251.5769,306.1253,242.7783,280.9073,251.467,13868,-1.308857,-1.385344,-25.21805,8.688666,0
311.0003,243.5895,308.6715,241.2165,313.8979,240.9273,319.7894,241.7734,16678,-2.328716,-2.372998,5.891433,0.846097,0
312.4304,244.9573,314.9612,242.8465,313.9818,247.7313,308.0744,249.6113,18473,2.530838,-2.110841,-5.907468,1.879934,0
310.0742,251.9213,308.8193,254.0527,310.9861,246.356,302.6839,253.4978,17112,-1.254946,2.131385,-8.302232,7.141748,0
311.2774,245.0987,310.7095,243.599,313.4835,241.3762,318.0617,237.2216,20286,-0.567895,-1.499648,4.578222,-4.154595,0
304.7027,231.782,306.5665,230.7789,311.9488,226.8662,297.0029,228.139,20695,1.863856,-1.003028,-14.94593,1.272729,0
310.1412,239.9213,312.8586,241.8242,314.6607,237.1312,325.6053,236.3566,15035,2.717291,1.902895,10.94452,-0.774675,0
301.8455,230.5993,303.3235,231.6432,311.3713,224.4432,313.9746,216.5237,20748,1.478018,1.043835,2.603373,-7.919535,0
293.6311,244.3649,292.2438,246.8557,297.9022,238.4566,299.6162,242.3437,19921,-1.387318,2.490771,1.714034,3.887147,0
300.1218,248.7592,301.1616,246.3757,305.8795,239.2696,283.0062,243.6753,15270,1.039824,-2.383534,-22.87322,4.405689,0
306.9507,251.9043,307.9323,249.1393,312.6174,243.5977,296.8418,248.9226,14252,0.981578,-2.765004,-15.77561,5.324903,0
309.2702,245.7384,308.6168,243.3785,319.6418,237.4222,332.3688,237.2773,21706,-0.653441,-2.359871,12.72694,-0.144947,0
307.6415,248.0011,309.4737,245.3329,310.4369,244.7126,308.6357,241.217,23831,1.83217,-2.668126,-1.801128,-3.495643,0
308.0962,241.2015,309.5916,239.601,308.9209,243.4185,284.5249,247.4372,16506,1.495391,-1.600475,-24.39602,4.018767,0
305.797,240.0869,304.4174,239.2389,313.7382,234.294,307.3193,230.0985,22188,-1.379603,-0.847984,-6.418909,-4.195524,0
298.1437,247.9978,300.2661,245.4093,304.7209,238.6351,283.2862,248.7884,13919,2.122349,-2.588443,-21.43462,10.15335,0
310.9573,253.0408,309.4267,251.3402,313.3062,246.204,321.1543,228.497,15162,-1.530637,-1.700593,7.84812,-17.70692,0
315.2921,246.7467,317.4207,244.6595,315.6334,243.5087,317.0255,247.0308,15874,2.128665,-2.087253,1.392013,3.522118,0
311.6004,245.7619,311.4779,244.6349,311.1321,248.4942,294.2089,250.5471,14744,-0.122512,-1.127039,-16.92318,2.052965,0
305.2213,244.6648,306.3102,243.9688,314.1859,239.6589,307.1072,241.5567,19452,1.088888,-0.696032,-7.078703,1.897902,0
311.7847,246.9049,312.5943,248.7936,319.2873,237.6177,331.9534,231.9013,22357,0.809642,1.888748,12.66613,-5.7164,0
313.3825,243.6205,309.892,246.3968,322.7407,236.6622,332.5721,242.176,22837,-3.490497,2.776265,9.831321,5.513857,0
308.8052,242.6114,310.4661,242.8046,312.4571,246.0265,303.2258,253.998,15419,1.660956,0.193233,-9.231249,7.971577,0
318.6846,246.2847,319.6801,246.2153,323.3871,242.292,335.3131,238.4704,19947,0.995494,-0.069336,11.92595,-3.821587,0
321.6274,239.8992,319.9396,240.3123,318.7877,240.7337,304.7019,244.7937,11657,-1.68778,0.413084,-14.08578,4.059979,0
315.4568,242.1918,317.1692,240.6081,317.846,240.1332,325.7964,243.5361,13004,1.712343,-1.58371,7.950389,3.402845,0
311.0723,253.8278,309.4091,252.6275,319.1481,244.5496,306.4291,245.7673,15656,-1.663227,-1.20031,-12.71904,1.217694,0
315.0678,248.5931,314.3885,247.0722,321.6504,241.4082,330.4076,240.5257,20016,-0.679305,-1.520917,8.757214,-0.882438,0
315.8076,239.2662,318.3754,240.2632,318.3885,241.7275,310.0654,246.2524,18331,2.567788,0.997008,-8.323051,4.524899,0
321.619,243.109,319.0884,241.4506,324.5831,237.0428,323.7031,228.6377,21589,-2.530625,-1.658417,-0.879991,-8.40507,0
304.915,245.6319,306.2661,242.7269,314.0433,241.7393,307.7556,242.9532,22303,1.351068,-2.905016,-6.287757,1.213951,0
321,240.3927,318.4985,240.8125,317.6148,242.3476,300.1168,250.3956,10835,-2.501516,0.419847,-17.49807,8.047924,0
317.3722,243.2438,314.7973,241.798,320.5656,239.97,317.1467,236.8245,22851,-2.574872,-1.44579,-3.418872,-3.145567,0
312.4012,239.4305,312.2422,239.3803,314.5896,238.6586,327.0313,247.0597,13136,-0.159019,-0.050129,12.44171,8.401091,0
303.8085,258.3824,302.9943,258.3844,311.8594,247.2377,291.4657,248.475,14216,-0.814193,0.001959,-20.39362,1.237275,0
319.8684,242.5872,320.3433,240.5734,322.666,242.3593,333.2075,239.6351,16087,0.474813,-2.013846,10.54144,-2.724171,0
309.1041,239.3823,311.6678,236.5285,314.2407,241.4135,309.4026,240.7987,15861,2.563693,-2.853849,-4.838029,-0.614862,0
312.2597,238.351,314.8835,240.4292,317.3297,240.7152,321.096,244.9889,13348,2.623767,2.078265,3.766318,4.273738,0
315.414,238.9411,314.4341,240.1171,312.0128,240.9131,300.0223,248.3066,14900,-0.979985,1.17603,-11.99048,7.393521,0
315.2522,242.3111,317.5487,239.8878,318.5158,241.3212,329.033,233.961,19257,2.296551,-2.423324,10.51719,-7.360201,0
321.3349,251.0818,318.7971,248.2385,327.1974,246.2157,328.2259,242.061,19904,-2.537808,-2.843317,1.028558,-4.154749,0
315.5637,239.8786,318.5273,239.4342,317.1992,235.5198,316.1087,238.5449,17310,2.963667,-0.444422,-1.090537,3.025081,0
328.7446,247.8228,330.5378,244.8595,330.7939,245.1076,337.5592,246.8449,16047,1.793191,-2.963337,6.765312,1.737276,0
314.5369,239.76,314.4389,237.4066,323.1321,237.3001,320.6721,243.5872,20366,-0.097953,-2.353364,-2.460032,6.287172,0
312.0941,235.1632,310.1706,235.517,315.3918,236.9761,299.7363,242.5546,17104,-1.923422,0.353813,-15.65551,5.578503,0
318.8275,235.5698,316.0123,236.3079,321.2545,235.7001,325.0011,231.2018,17773,-2.815167,0.738104,3.746509,-4.498314,0
314.9478,238.0967,314.3546,237.5732,318.3591,229.1763,318.0514,230.9339,19264,-0.593145,-0.523577,-0.307697,1.757541,0
316.3415,244.5662,315.9361,242.2453,324.5593,235.3051,335.1575,221.7165,19931,-0.405323,-2.320922,10.59822,-13.5886,0
313.9196,249.5248,315.2094,248.011,322.9552,238.9702,319.0611,240.2221,14820,1.289869,-1.513833,-3.894047,1.251924,0
316.5689,241.3025,319.5137,239.0251,319.7491,238.9063,330.5356,242.8508,17109,2.944854,-2.27738,10.78648,3.944489,0
311.6936,235.8723,313.4572,235.5172,316.4003,238.6547,309.5417,234.4226,19197,1.763557,-0.355076,-6.858581,-4.232104,0
318.7196,248.587,317.1783,247.4477,324.3194,244.4539,328.5826,241.6534,19207,-1.541311,-1.139318,4.263237,-2.800514,0
311.0227,253.6197,311.111,252.1517,320.8976,242.7425,312.5248,242.7211,14993,0.08829,-1.46797,-8.372876,-0.021452,0
315.6187,241.1757,317.4431,240.3082,319.929,239.7527,334.8431,245.0886,12340,1.824434,-0.867493,14.91411,5.335926,0
312.7247,242.3579,310.7867,241.4615,318.4995,238.2626,316.8303,234.3138,22221,-1.938031,-0.896384,-1.669253,-3.948867,0
319.6346,239.377,317.9279,238.6294,318.1272,242.3508,301.7952,247.2506,18266,-1.706733,-0.74763,-16.33203,4.899839,0
317.7338,243.1669,316.0331,242.4212,319.7673,240.3071,327.2925,243.5768,14139,-1.700659,-0.745716,7.525248,3.269695,0
312.3613,249.3815,314.7513,248.6356,320.9369,238.5679,309.1044,238.5203,13232,2.390034,-0.745889,-11.83249,-0.047591,0
317.1574,241.145,318.5767,239.3963,318.2658,237.9915,330.5906,244.7291,12238,1.419278,-1.748711,12.32484,6.737579,0
309.2016,248.2639,310.4415,250.0012,317.7274,237.9458,300.6146,243.0583,15032,1.239856,1.737302,-17.11273,5.112512,0
322.958,252.2942,325.5587,250.8588,328.7735,249.1332,343.0038,245.051,19715,2.600711,-1.435394,14.23037,-4.082134,0
317.1722,246.1317,315.1988,245.3654,319.7601,241.4295,313.9848,241.0371,18345,-1.973393,-0.766344,-5.775284,-0.392343,0
314.5744,236.8628,317.3525,239.5019,317.0833,236.7856,324.7388,232.3064,21820,2.778114,2.63918,7.655473,-4.479194,0
318.1828,241.1184,315.823,240.15,322.3465,237.5573,326.1452,242.9536,20023,-2.359843,-0.968436,3.798706,5.396258,0
308.0568,248.3466,305.7978,249.7486,317.2122,237.2104,309.297,242.0481,14254,-2.259017,1.402062,-7.915108,4.83774,0
319.4388,245.8672,317.9977,244.3289,324.4608,241.9659,335.5697,233.115,20338,-1.441059,-1.538254,11.10897,-8.850983,0
309.4773,249.9944,311.322,249.4247,317.3747,239.0077,311.2704,238.7819,14082,1.844761,-0.569665,-6.104277,-0.225739,0
316.3474,248.3527,315.8313,250.2159,319.0444,245.3932,320.2307,243.4719,21306,-0.516042,1.863211,1.186364,-1.921357,0
309.8688,251.8958,308.8115,249.3223,320.0532,241.2905,313.3756,242.881,14439,-1.057314,-2.573484,-6.677599,1.590554,0
319.2872,240.7334,316.5319,238.3455,315.9199,242.2945,303.6742,247.8027,11711,-2.755366,-2.387884,-12.24568,5.508206,0
320.6887,244.6063,321.6025,242.6666,322.2924,242.9573,328.0829,247.524,15689,0.913835,-1.939718,5.790477,4.566688,0
319.0139,244.8815,318.4129,243.2377,321.4687,240.2495,316.6267,241.34,18809,-0.601004,-1.643828,-4.841969,1.090422,0
314.7565,245.4674,312.1066,245.1135,322.2882,238.9406,329.2431,240.7525,21212,-2.6499,-0.353889,6.9549,1.81192,0
312.6778,251.7114,311.0409,250.1717,320.2739,241.2041,306.617,242.9483,13368,-1.636903,-1.539715,-13.65685,1.744234,0
316.9538,240.131,315.1703,238.8303,320.5292,237.2776,337.0901,234.1974,17206,-1.783508,-1.300748,16.56091,-3.080166,0
312.8609,236.8625,313.4158,239.0451,316.2111,239.1972,312.1104,241.9371,16221,0.554885,2.182601,-4.100671,2.739897,0
317.2131,242.0855,319.1718,244.2661,314.8611,243.8269,308.8281,254.4835,12199,1.958771,2.180612,-6.033027,10.65655,0
317.4434,244.1788,317.0875,243.2564,321.9897,243.8202,341.7361,243.2485,15798,-0.355923,-0.922401,19.74641,-0.571715,0
316.9704,241.7345,318.2412,238.8763,319.8483,239.4839,332.2844,240.3086,18625,1.270822,-2.858169,12.43606,0.824678,0
316.8628,248.6705,318.3609,246.461,318.9417,243.4358,316.4295,244.6007,18818,1.498146,-2.209568,-2.512258,1.164917,0
315.8233,237.8238,314.1752,239.8094,318.0927,240.5675,301.943,245.786,16793,-1.648086,1.985632,-16.14978,5.218546,0
311.9566,248.9349,310.9636,249.0156,318.9179,239.2573,303.6517,243.6557,14259,-0.992995,0.080667,-15.26622,4.398439,0
317.7918,246.9087,317.8567,244.753,321.0849,243.9564,325.9236,239.4926,23611,0.064945,-2.155738,4.838658,-4.463851,0
317.313,238.0947,318.5638,239.948,313.4065,240.3309,298.2014,248.0363,14515,1.250785,1.853212,-15.20509,7.70543,0
316.738,242.1551,317.011,240.5939,321.463,240.0502,333.8232,241.148,16518,0.272949,-1.561193,12.3602,1.097812,0
310.8435,236.6221,308.7784,238.7297,314.3371,237.3757,308.5696,235.4017,16320,-2.065039,2.107571,-5.767445,-1.973964,0
317.2739,246.5857,318.167,246.4398,323.229,240.211,327.8343,240.3752,18131,0.8931,-0.145842,4.60522,0.164137,0
312.1638,249.4848,314.7279,247.7939,321.1783,239.5962,316.2192,239.1742,14087,2.564082,-1.690855,-4.95905,-0.421967,0
321.2357,242.3237,320.3937,242.7614,318.564,243.8757,310.4474,251.8023,11190,-0.841987,0.437688,-8.116666,7.926569,0
311.2293,242.5185,310.8209,242.2121,313.7315,237.4336,310.6935,239.9643,18812,-0.408376,-0.306368,-3.038018,2.530694,0
323.6697,239.0897,325.0962,239.0733,326.2245,236.8864,332.2355,241.7352,14676,1.426471,-0.01643,6.011035,4.848761,0
312.8429,231.7869,313.338,234.6742,315.1094,233.8645,299.4304,241.9084,16155,0.495155,2.887217,-15.67902,8.043875,0
312.4538,247.6598,310.3177,243.8131,321.9357,240.1901,336.2096,238.0448,20826,-2.136113,-3.846736,14.27387,-2.145215,0
304.8621,253.4214,304.4723,250.7131,313.4927,242.4948,296.6505,245.0467,13871,-0.389879,-2.708254,-16.84217,2.551912,0
312.8449,243.7624,310.6737,244.8858,322.8391,239.8408,329.7112,241.5708,20528,-2.171225,1.123457,6.872104,1.730021,0
308.2379,243.8786,310.3574,244.1206,310.2961,236.3949,300.4179,229.011,19161,2.119501,0.242004,-9.878239,-7.383935,0
315.7657,240.5678,318.2,241.3196,313.2477,242.1243,309.4121,248.628,14245,2.434274,0.751759,-3.835495,6.503733,0
308.4514,238.4458,311.4359,237.7407,312.2025,240.4023,306.4792,242.1014,17499,2.984531,-0.705106,-5.723337,1.699067,0
318.2891,242.3916,317.6132,239.6751,319.9937,241.2005,324.7088,246.0823,12337,-0.675923,-2.71654,4.715105,4.881776,0
308.4975,248.8034,306.5718,246.7196,317.3119,238.8032,299.3867,241.2128,13624,-1.925769,-2.083844,-17.92519,2.409581,0
321.4047,246.2296,322.7937,244.892,323.4828,244.085,328.2068,247.3301,15870,1.389017,-1.337616,4.724047,3.245144,0
311.9879,254.2581,312.8575,253.5114,319.6765,243.9391,306.6511,245.3246,14577,0.869632,-0.746722,-13.02543,1.385415,0
326.0491,243.3674,325.8855,241.686,326.7371,240.6087,332.1742,243.5818,14703,-0.163607,-1.681394,5.437098,2.973033,0
326.7844,245.1946,328.0583,242.7029,332.4902,241.7517,339.3828,233.906,18124,1.273847,-2.491751,6.892606,-7.845694,0
307.3144,250.7773,307.2776,250.2433,317.1335,239.8256,311.376,243.3778,14671,-0.036752,-0.534016,-5.757488,3.552222,0
320.4675,242.3694,319.598,242.7495,317.1464,244.0241,302.6958,252.2672,11235,-0.869454,0.380096,-14.45062,8.243128,0
321.3712,247.2914,323.8069,244.6022,328.0693,238.6526,334.1642,231.9574,21017,2.43577,-2.689166,6.094935,-6.695193,0
312.0898,249.0739,314.1903,248.7048,315.1733,245.4177,320.6867,239.9203,20839,2.100492,-0.369128,5.513368,-5.497401,0
321.9746,244.9296,319.871,242.8962,321.7176,243.5931,323.1669,249.3107,16367,-2.103641,-2.033391,1.449331,5.717625,0
312.6299,242.1262,311.3795,240.7584,318.9674,244.4406,320.473,252.7689,16898,-1.250511,-1.367825,1.505578,8.328329,0
304.1662,249.1165,304.519,248.2271,312.1448,239.7686,295.8779,246.4436,14332,0.352796,-0.889425,-16.26695,6.674913,0
314.3808,246.2188,313.92,248.7526,316.8645,245.7037,322.2558,245.1575,19173,-0.460796,2.533858,5.391315,-0.546218,0
302.5762,251.3079,304.8703,252.402,311.1169,239.3158,295.4876,246.5165,14174,2.29409,1.09409,-15.62932,7.20072,0
320.5,240.9715,320.9207,241.5079,318.492,242.4181,313.1889,250.8507,11402,0.420695,0.536428,-5.303107,8.432584,0
318.5818,248.7225,316.8856,250.5034,321.9616,243.648,318.1805,248.5656,17840,-1.696268,1.78096,-3.781141,4.917599,0
311.0086,232.0125,311.9427,232.7755,317.7549,234.2502,317.2981,237.0348,16619,0.934143,0.762974,-0.456812,2.784626,0
308.0485,245.2306,306.6266,244.2515,320.1831,239.6047,332.2024,236.4168,20971,-1.42182,-0.979072,12.01931,-3.187885,0
311.6434,245.5667,313.2592,246.3279,314.8361,240.9345,309.1823,237.7486,16757,1.615794,0.761244,-5.653806,-3.185917,0
304.866,252.2873,306.1224,253.8174,317.3751,241.3448,309.865,250.6194,13685,1.256377,1.530113,-7.510084,9.274558,0
320.7053,237.2374,321.2855,239.9421,314.743,237.059,291.1375,238.1058,13902,0.58018,2.704709,-23.6054,1.046824,0
317.3474,237.5936,315.1596,239.6203,313.99,239.7906,297.7197,248.7025,14668,-2.187737,2.026702,-16.27037,8.911847,0
322.1028,244.7331,319.292,244.485,325.0475,241.0091,329.4805,240.7607,17953,-2.810893,-0.248136,4.433037,-0.248375,0
314.9761,243.3518,316.9691,240.4536,317.6956,241.064,328.1026,244.6039,16195,1.993042,-2.898232,10.40699,3.539892,0
317.5939,241.7536,320.5273,238.8836,318.2893,244.6761,310.2498,248.9978,12710,2.93341,-2.869956,-8.039547,4.321693,0
320.6704,244.9297,322.1101,245.5419,327.4385,237.983,321.9562,243.7048,15376,1.439773,0.612144,-5.482285,5.721851,0
319.0856,242.6317,319.2854,241.1759,325.2188,239.6306,340.8177,235.0369,16432,0.199807,-1.455895,15.59897,-4.59377,0
311.7294,244.4684,313.9075,243.1443,322.459,238.2823,329.0424,227.5569,21522,2.178132,-1.324086,6.583428,-10.72542,0
306.2059,254.1472,308.4632,256.7948,314.5204,244.1361,300.3866,252.6902,15389,0,0,-14.13383,8.554077,1
318.7377,239.0036,318.8516,241.7446,315.7211,240.5854,302.7655,250.3977,12490,0.113862,2.741051,-12.95557,9.812285,0
377.6586,243.5472,374.7293,242.229,381.0458,239.5926,388.1372,238.8463,20287,-2.929282,-1.318234,7.091449,-0.746368,0
316.6899,241.3127,319.2278,240.6358,320.7375,238.7184,329.5834,243.7462,16450,2.537867,-0.676957,8.845901,5.027834,0
318.9371,238.9015,317.4662,240.9878,321.8702,239.1013,329.6526,242.5191,14551,-1.470907,2.086283,7.782377,3.417797,1
320.8142,241.2446,322.9725,239.6337,316.8612,242.5576,304.3958,247.706,10743,2.158249,-1.610855,-12.46537,5.148483,0
310.3894,245.4073,308.5323,246.3107,323.0989,242.0117,337.2503,239.1826,22088,-1.857167,0.903409,14.15138,-2.829075,0
375.4126,238.9321,376.0627,237.7767,380.3771,235.5575,389.7027,236.8861,18523,0.650126,-1.15544,9.325598,1.328589,0
318.8262,247.4158,317.7376,245.5966,320.7756,242.2974,322.7205,243.7053,18615,-1.088553,-1.819211,1.944879,1.407914,0
317.0408,240.2728,314.2177,241.7059,320.0661,243.7823,314.9936,251.1682,16993,-2.823053,1.433206,-5.072526,7.385866,0
321.5737,245.3167,320.1193,242.6374,318.3776,246.2477,304.3589,247.1201,14490,-1.454396,-2.679277,-14.0187,0.872476,0
308.3154,253.8539,307.1589,252.3161,316.6761,243.1142,302.6509,244.8313,13648,-1.156451,-1.53773,-14.02527,1.717134,0
319.5728,243.476,320.0592,242.4355,323.7563,242.5992,334.9419,243.3759,10999,0.48648,-1.040421,11.1856,0.776703,0
